KOHAT TEXTILE MILLS LIMITED,,,,,,,,,
,,,,,,,,,
On-Hand Inventory,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Item,,Item Name,,Configuration,Size ,Color ,Style,Warehouse,Qty
EL71504000,,PLUG,,-,MULTI SHOE/5AMP-2PIN,-,-,KTM-MNSTR,3.00
EL71504000,,PLUG,,-,POWER/30AMP,-,-,KTM-MNSTR,25.00
EL71504000,,PLUG,,-,POWER/30AMP,-,-/CHINA/-,KTM-MNSTR,7.00
EL71504000,,PLUG,,-,SHOE/30AMP-3PIN,-,-,ELECTRC-WH,-4.00
EL71504000,,PLUG,,-,SHOE/30AMP-3PIN,-,-,KTM-MNSTR,9.00
EL71504000,,PLUG,,-,SHOE/30AMP-3PIN,-,-,KTM-TRNSIT,4.00
EL71504000,,PLUG,,NYLON,RAWAL/NO.12,-,-,KTM-MNSTR,37.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/10MM,-,-,KTM-MNSTR,29.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/12MM,-,-,KTM-MNSTR,8.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/14MM,-,-,KTM-MNSTR,35.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/16MM,-,-,KTM-MNSTR,24.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/1MM,-,-,KTM-MNSTR,48.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/2MM,-,-,KTM-MNSTR,88.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/3MM,-,-,KTM-MNSTR,84.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/4MM,-,-,KTM-MNSTR,24.00
EL71504270,,SLEEVE,,-,HEAT PROOF (SILICON)/6MM,-,-,KTM-MNSTR,12.00
EL71504270,,SLEEVE,,GLASS,EMPIRE GLASS/4MM,-,-,KTM-MNSTR,13.00
EL71504300,,CLEAT,,-,FOR HEATER/-,-,-,KTM-MNSTR,100.00
EL71504400,,SOCKET,,-,-/15AMP,-,ITTEFAQ/-/-,KTM-MNSTR,36.00
EL71504400,,SOCKET,,-,INDUSTRIAL/16AMP-4PIN,-,-,KTM-MNSTR,1.00
EL71504400,,SOCKET,,-,TELEPHONE/-,-,-,KTM-MNSTR,14.00
EL71504400,,SOCKET,,PVC,-/12P AC  230V 10A/PLUG,-,RIETER/-/-,KTM-MNSTR,1.00
EL71504750,,Coil,,-,MAGNET /110V-LARGE,-,-,KTM-MNSTR,7.00
EL71504750,,Coil,,-,MAGNET AC SOLONOID SA-3702 /-,-,-/JAPAN/-,KTM-MNSTR,5.00
EL71504750,,Coil,,-,ONLY FOR CONTACTOR SRC-3631-2 3TA-2/-,-,-,KTM-MNSTR,1.00
EL71504750,,Coil,,-,SC2N FOR CONTACTOR/440V,-,-,KTM-MNSTR,2.00
EL71505000,,CONNECTOR,,-,-/30AMP-10WAY,-,-,KTM-MNSTR,54.00
EL71505000,,CONNECTOR,,-,PLUG Z 80-02328-00/-,-,-,KTM-MNSTR,8.00
EL71505000,,CONNECTOR,,BECOLITE,-/30AMP-10WAY,-,-,KTM-MNSTR,12.00
EL71505000,,CONNECTOR,,PVC,-/100AMP,-,-,KTM-MNSTR,80.00
EL71505000,,CONNECTOR,,PVC,-/10AMP,-,-,KTM-MNSTR,250.00
EL71505000,,CONNECTOR,,PVC,STRIP/20AMP-12WAY,-,-,KTM-MNSTR,200.00
EL71505000,,CONNECTOR,,PVC,STRIP/60AMP-10WAY,-,-,KTM-MNSTR,80.00
EL71505200,,CONTACT,,-,AUXILARY GH5 T 22/-,-,-,KTM-MNSTR,3.00
EL71505600,,STARTER,,-,LOCK TYPE/500V,-,-,KTM-MNSTR,10.00
EL71505700,,COOLING FAN,,-,-/120X120MM-220V AC,-,FULTECH/-/-,KTM-MNSTR,15.00
EL71505700,,COOLING FAN,,-,-/120X120MM-24V DC,-,-,KTM-MNSTR,8.00
EL71505700,,COOLING FAN,,-,-/120X120MM-24V DC,-,FULTECH/-/-,KTM-MNSTR,10.00
EL71505700,,COOLING FAN,,-,-/80X80MM-12V DC,-,-,KTM-MNSTR,18.00
EL71505700,,COOLING FAN,,METALLIC,-/160X160MM 220V AC,-,-,KTM-MNSTR,5.00
EL71506000,,METER,,-, ENERGY ELECTRONIC /1 PHASE-40AMP,-,-,KTM-MNSTR,5.00
EL71506000,,METER,,-,AVO/100AMP,-,-,KTM-MNSTR,3.00
EL71506000,,METER,,-,COUNTER FX4 AUTONICS/220V,-,-,KTM-MNSTR,1.00
EL71506000,,METER,,-,COUNTER FX4 AUTONICS/220V,-,AUTONICS/-/-,KTM-MNSTR,4.00
EL71506000,,METER,,-,COUNTER USTER/D-4,-,-,KTM-MNSTR,1.00
EL71506000,,METER,,-,ENERGY ELECTRONIC/3 PHASE 15(90)A 400V 3X230,-,-,KTM-MNSTR,1.00
EL71506000,,METER,,-,ENERGY/20AMP,-,-/CHINA/-,KTM-MNSTR,1.00
EL71506000,,METER,,-,POTENTIO RES (-\+) 0.2% NO=9A2/1K-OHM,-,-,KTM-MNSTR,4.00
EL71506000,,METER,,-,POTENTIO RES (-\+) 0.2%/20K-OHM,-,-,KTM-MNSTR,5.00
EL71506000,,METER,,-,"WATER FLOW/?"" IN OUT",-,BAYLAN/-/TK-4,KTM-MNSTR,1.00
EL71506100,,SURGE SUPPRESSOR FOC,,-,-,-,-,KTM-MNSTR,2.00
EL71506200,,SWITCH,,-,-/-/EMERGENCY,-,SUESSEN/GERMANY/-,KTM-MNSTR,2.00
EL71506200,,SWITCH,,-,-/-/LIMIT  -  D4MC-5020,-,OMRON/JAPAN/-,KTM-MNSTR,50.00
EL71506200,,SWITCH,,-,-/SMALL,-,-,KTM-MNSTR,6.00
EL71506200,,SWITCH,,-,4023\4036-5/-,-,-,KTM-MNSTR,3.00
EL71506200,,SWITCH,,-,APZ-04 LEVER /-,-,OMRON/JAPAN/-,KTM-MNSTR,16.00
EL71506200,,SWITCH,,-,BEATER COD.2.03.11/25AMP-3POLE,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,BZ-2RV0317-J/-,-,-,KTM-MNSTR,8.00
EL71506200,,SWITCH,,-,CAM JW2Z 3TH/-,-,-/-/JW2-11Z\3,KTM-MNSTR,28.00
EL71506200,,SWITCH,,-,CRADLE MICRO SWITCH TYPE /-,-,-,KTM-MNSTR,3.00
EL71506200,,SWITCH,,-,CRADLE/-,-,-,KTM-MNSTR,4.00
EL71506200,,SWITCH,,-,DIFFERENTIAL PRESSURE/-,-,KAESER/-/-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,DIMMER/-,-,-,KTM-MNSTR,3.00
EL71506200,,SWITCH,,-,DOOR/-,-,-/CHINA/-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,FLOAT/-,-, -,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,FUSE BRAKE FUSE 660/400AMP,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,LIMIT /K244-600V-10AMP,-,FUJI/JAPAN/-,KTM-MNSTR,6.00
EL71506200,,SWITCH,,-,LIMIT /LT-220V AC-5AMP,-,-,KTM-MNSTR,5.00
EL71506200,,SWITCH,,-,LIMIT 1-FL DC 55V S+2M/-,-,-,KTM-MNSTR,4.00
EL71506200,,SWITCH,,-,LIMIT 1-FL DC 55V S+6M/-,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,LIMIT 3SE2-100-1E/-,-,SIEMENS/JAPAN/-,KTM-MNSTR,2.00
EL71506200,,SWITCH,,-,LIMIT HL-5030/250V-5AMP,-,-,KTM-MNSTR,3.00
EL71506200,,SWITCH,,-,LIMIT KRONENBERG WZF-27D/-,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,LIMIT K-VE-CA2-12C/-,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,LIMIT M. SCHARMIERST. 20E/-,-,-,KTM-MNSTR,2.00
EL71506200,,SWITCH,,-,LIMIT SAFETY/-,-,-,KTM-MNSTR,3.00
EL71506200,,SWITCH,,-,LIMIT VE-10LA2-12-L/-,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,LIMIT WZF-2\D/-,-,-,KTM-MNSTR,7.00
EL71506200,,SWITCH,,-,LIMIT-CZ 7310/-,-,-,KTM-MNSTR,40.00
EL71506200,,SWITCH,,-,MAGNET NOVOPERM A11 RED-1360-8/-,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,MAIN/100AMP-3PHASE,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,MICRO -BLOW ROOM/-,-,-,KTM-MNSTR,11.00
EL71506200,,SWITCH,,-,MICRO KWX/-,-,-,KTM-MNSTR,6.00
EL71506200,,SWITCH,,-,MICRO-11/-,-,-,KTM-MNSTR,2.00
EL71506200,,SWITCH,,-,"MOTOR OVER LOAD, BG 502/32~40AMP",-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,ON-OFF-PIANO /5AMP,-,ITTEFAQ/-/-,KTM-MNSTR,36.00
EL71506200,,SWITCH,,-,PHOTO ELECTRIC/10~30V DC NPN,-,OMRON/-/-,KTM-MNSTR,6.00
EL71506200,,SWITCH,,-,PNP/24V DC,-,-,KTM-MNSTR,5.00
EL71506200,,SWITCH,,-,READ/-,-,-,KTM-MNSTR,4.00
EL71506200,,SWITCH,,-,RESET/125V-6AMP-12MM,-,-/-/7-2,KTM-MNSTR,100.00
EL71506200,,SWITCH,,-,SELECTOR/-,-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,SHIELD LIMIT/-,-,-,KTM-MNSTR,6.00
EL71506200,,SWITCH,,-,SLECTOR /22MM-NO-NC,-,-,KTM-MNSTR,25.00
EL71506200,,SWITCH,,-,SLECTOR ON-OFF/-,-, -,KTM-MNSTR,24.00
EL71506200,,SWITCH,,-,TABLE LAMP/-,-,-,KTM-MNSTR,3.00
EL71506200,,SWITCH,,-,TUMBLER/5AMP,-,-,KTM-MNSTR,5.00
EL71506200,,SWITCH,,-,TWO WAY/5AMP,-,-,KTM-MNSTR,3.00
EL71506200,,SWITCH,,-,"WATER DRAIN (WFS 6000)/150PSI 1000C, 1"" NPT 15A,250V",-,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,MICRO /-, -, -,KTM-MNSTR,2.00
EL71506200,,SWITCH,,-,PRESSURE /-, -, -,KTM-MNSTR,2.00
EL71506200,,SWITCH,,-,ROTARY REVERSE FORWARD /30AMP, -,-,KTM-MNSTR,1.00
EL71506200,,SWITCH,,-,SELECTOR ON-OFF /-, -,-,KTM-MNSTR,2.00
EL71506210,,SWITCH FOC,,-,LIMIT /-,-,ITLAY/MARZOLI/FT 6E,KTM-MNSTR,2.00
EL71506210,,SWITCH FOC,,-,LIMIT ROD /-,-,CHINA/-/B 9589,KTM-MNSTR,3.00
EL71506210,,SWITCH FOC,,-,PHOTO ELECTRIC  /-,-,-,KTM-MNSTR,1.00
EL71506210,,SWITCH FOC,,-,SELECTOR/-,-,-,KTM-MNSTR,7.00
EL71506290,,DISTRIBUTION BOX (D.B),,M.S,"WATER PROOF-WALL MOUNTED /L-12""XW-8"" D-4""",-,-,KTM-MNSTR,1.00
EL71506300,,DUCT,,PVC,CABLE/25MM,-,DURA/-/-,KTM-MNSTR,680.00
EL71506300,,DUCT,,PVC,CABLE/40X50MM,-,-,KTM-MNSTR,40.00
EL71506500,,TAPE,,COTTON,"-/?""",-,-,KTM-MNSTR,90.00
EL71506500,,TAPE,,PLASTIC,"-/?""",-,-,ELECTRC-WH,-20.00
EL71506500,,TAPE,,PLASTIC,"-/?""",-,-,KTM-TRNSIT,20.00
EL71506500,,TAPE,,PVC,"-/?""",-/BLACK,-,KTM-MNSTR,226.00
EL71506700,,EMERGENCY LIGHT,,-, RECHARGEABLE /220V,-,-,KTM-MNSTR,1.00
EL71506700,,EMERGENCY LIGHT,,-,EXIT EMERGENCY LIGHT 30 CM,-,-,KTM-MNSTR,8.00
EL71506800,,THERMOSTAT,,-,FOR GEYSER ELEMENT/0~90 220V,-,-,KTM-MNSTR,2.00
EL71506900,,ENCODER,,-,SERVO MOTOR/-,-,-,KTM-MNSTR,1.00
EL71506910,,ENCODER FOC,,-,-/TTL-EIL580-BM12 (A\30020,-,MARZOLI/-/-,KTM-MNSTR,1.00
EL71506910,,ENCODER FOC,,-,BAUMER MDFK 08T7104/11220407,-,MARZOLI/-/-,KTM-MNSTR,1.00
EL71506910,,ENCODER FOC,,-,ROTARY/TYPE 2T1000BF-3M,-,-,KTM-MNSTR,2.00
EL71507000,,FAN,,-,-/220~240V-380~415V,-,-,KTM-MNSTR,2.00
EL71507000,,FAN,,ALUMINUM,"PNEUMAFIL/OUTER DIA-410MM, INNER DIA-25MM, H 110MM",-,-,KTM-MNSTR,3.00
EL71507000,,FAN,,PLASTIC,"FOR MOTOR/18"" X BORE 38MM",-,-,KTM-MNSTR,5.00
EL71507100,,"TERMINAL / THIMBLE
",,-,CLIP/-,-,-,KTM-MNSTR,254.00
EL71507100,,"TERMINAL / THIMBLE
",,-,I-TYPE/16MM,-,-,KTM-MNSTR,150.00
EL71507100,,"TERMINAL / THIMBLE
",,-,O-TYPE/1.5MM,-,-,KTM-MNSTR,100.00
EL71507100,,"TERMINAL / THIMBLE
",,-,U-TYPE/1.5MM,-,-,KTM-MNSTR,100.00
EL71507100,,"TERMINAL / THIMBLE
",,-,U-TYPE/2.5MM,-,-,KTM-MNSTR,300.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/10MM,-,-,KTM-MNSTR,105.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/120MM,-,-,KTM-MNSTR,198.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/16MM,-,-,KTM-MNSTR,34.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/16X8MM,-,-,KTM-MNSTR,12.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/185MM,-,-,KTM-MNSTR,100.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/25MM,-,-,KTM-MNSTR,150.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/35MM,-,-,KTM-MNSTR,30.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/50MM,-,-,KTM-MNSTR,251.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/6MM,-,-,KTM-MNSTR,401.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/70MM,-,-,KTM-MNSTR,251.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER,-/95MM,-,-,KTM-MNSTR,60.00
EL71507100,,"TERMINAL / THIMBLE
",,COPPER BY METALIC,-/240MM,-,-,KTM-MNSTR,8.00
EL71507100,,"TERMINAL / THIMBLE
",,S.S,-/120MM,-,-,KTM-MNSTR,4.00
EL71507150,,THIMBLE,,-,U-TYPE/1.50MM,-,-,KTM-MNSTR,5.00
EL71507150,,THIMBLE,,-,U-TYPE/2.50MM,-,-,KTM-MNSTR,1.00
EL71507300,,TIMER,,-,"DOUBLE CYCLE RELAY/H3BF-N8, 220VAC",-,OMRON/-/H3BF-N8,KTM-MNSTR,6.00
EL71507300,,TIMER,,-,H3Y-2/110V,-,OMRON/-/-,KTM-MNSTR,1.00
EL71507300,,TIMER,,-,"RELAY TYPE H3Y-2/60SEC, 110V AC",-,-,KTM-MNSTR,4.00
EL71507300,,TIMER,,-,WITH BASE (ST-7P-4)/110V AC 50/60HZ (14 PIN),-,-,KTM-MNSTR,5.00
EL71507450,,REGULATOR,,-,CONTROL CARD,-,SCHLAFHORST/GERMANY/338,KTM-MNSTR,1.00
EL71507500,,TRANSFORMER,,-,-/INPUT 110V- OUTPUT 12V 1.5AMP AC,-,-,KTM-MNSTR,1.00
EL71507500,,TRANSFORMER,,-,-/INPUT 110V- OUTPUT 24V 0.02A,-,-,KTM-MNSTR,1.00
EL71507500,,TRANSFORMER,,-,CURRENT RATIO 30\5/-,-,-,KTM-MNSTR,1.00
EL71507700,,FUSE,,-,BOTTLE/5AMP,-,-,KTM-MNSTR,200.00
EL71507700,,FUSE,,PORCELAIN,RT-14/25AMP (10X38MM),-,-,KTM-MNSTR,25.00
EL71507710,,FUSE FOC,,-,-,-,-,KTM-MNSTR,6.00
EL71507710,,FUSE FOC,,-,-/25AMP,-,-,KTM-MNSTR,1.00
EL71507710,,FUSE FOC,,-,-/4AMP,-,-,KTM-MNSTR,3.00
EL71507710,,FUSE FOC,,-,-/6AMP,-,-,KTM-MNSTR,1.00
EL71507710,,FUSE FOC,,-,6.3AMP/500V,-,-,KTM-MNSTR,6.00
EL71507710,,FUSE FOC,,PORCELAIN,-/20AMP,-,CHINA/-/B 9589,KTM-MNSTR,4.00
EL71507710,,FUSE FOC,,PORCELAIN,-/40AMP,-,CHINA/-/B 9589,KTM-MNSTR,2.00
EL71507710,,FUSE FOC,,PORCELAIN,-/6AMP,-,CHINA/-/B 9589,KTM-MNSTR,4.00
EL71507900,,TUBE LIGHT,,-, DUST PROOF-WATER PROOF WITH DOUBLE ROD COMPLETE /14W 220V,-,YANKON/-/CHINA,KTM-MNSTR,30.00
EL71507900,,TUBE LIGHT,,-,L.E.D/18W-6500K,-,-,KTM-MNSTR,50.00
EL71508100,,BASE,,-,I.C/-,-,-,KTM-MNSTR,1.00
EL71508200,,TUBE PATTI,,-,WITH HOLDER WITH OUT CHOKE COMPLETE/LENGTH-4',-,PHILIPS/-/-,KTM-MNSTR,40.00
EL71508300,,TUBE ROD,,-,-/18W,-,PHILIPS/-/-,KTM-MNSTR,8.00
EL71508300,,TUBE ROD,,-,FLUORESCENT/6W,-,-,KTM-MNSTR,6.00
EL71508300,,TUBE ROD,,-,FOR SEARCH LIGHT/500W,-,-/GERMANY/-,KTM-MNSTR,7.00
EL71508300,,TUBE ROD,,-,LED-6500K/18W,-,-,KTM-MNSTR,1.00
EL71508300,,TUBE ROD,,-,-/18W, ULTRA VIOLET /-,PHILIPS/-/-,KTM-MNSTR,36.00
EL71508400,,VARNISH,,-,ELECTRIC/-,-,HITACHI/-/-,KTM-MNSTR,5.00
EL71508450,,VARNISH SPRAY,,-,-/ULTIMEG 2000/372 CLASS H/400ML,-/RED,UK/-,KTM-MNSTR,3.00
EL71508800,,VARIABLE FREQUENCY DRIVE,,-,-,-,-,KTM-MNSTR,3.00
EL71508800,,VARIABLE FREQUENCY DRIVE,,-,-/1.5KW 440V AC 3-PHASE,-,ABB/-/ACS580-01-04A1-4,KTM-MNSTR,1.00
EL71508800,,VARIABLE FREQUENCY DRIVE,,-,"-/15KW- INPUT3XAC.380~400V. 37.8~45.8A, 50\60HZ/-",-,REXROTH/-/VFC 5610,KTM-MNSTR,1.00
EL71508800,,VARIABLE FREQUENCY DRIVE,,-,"-/7.5KW-380~400V AC, 3-PHASE",-,YASKAWA/JAPAN/-,KTM-MNSTR,1.00
EL71508820,,VARIABLE FREQUENCY DRIVE (FOC),,-,-,-,-,KTM-MNSTR,1.00
EL71508820,,VARIABLE FREQUENCY DRIVE (FOC),,-,-/3KW,-,-/SCHNEIDER/-,KTM-MNSTR,1.00
EL71508820,,VARIABLE FREQUENCY DRIVE (FOC),,-,-/4KW,-,-/SCHNEIDER/-,KTM-MNSTR,2.00
EL71508900,,ELEMENT,,-,GEYSER ELECTRIC WITH TERMOSTATE/1500W-220V,-,-,KTM-MNSTR,5.00
EL71509100,,HEATER ROD,,-,ELECTRIC ROOM /1000W,-,ITTEFAQ/-/-,KTM-MNSTR,2.00
EL71509300,,HOLDER,,-,PIANO SCREW TYPE /220V,-,-,KTM-MNSTR,2.00
EL71509300,,HOLDER,,-,PIANO SCREW TYPE /220V,-,ITTEFAQ/-/-,KTM-MNSTR,48.00
EL71509300,,HOLDER,,-,SCREW TYPE WITH REFLEXIVE CASING/-,-,-,KTM-MNSTR,2.00
EL71509300,,HOLDER,,-,SHADE /-,-,-,KTM-MNSTR,2.00
EL71509300,,HOLDER,,-,TUBE STARTER /-,-,-,KTM-MNSTR,207.00
EL71509300,,HOLDER,,-,TUBE/-,-,-,KTM-MNSTR,80.00
EL71509300,,HOLDER,,-,WITH CARBON BRUSH /-,-,-,KTM-MNSTR,29.00
EL71509300,,HOLDER,,-,E-10 WITH LIMP/24V,-/RED+GREEN+BLUE,-,KTM-MNSTR,9.00
EL71509300,,HOLDER,,PLASTIC,BULB THREADED/-,-,-,KTM-MNSTR,30.00
EL71509800,,LAMP,,-,INDUCTO ROUND  COMPLETE/40W-6500K,-,-,KTM-MNSTR,1.00
EL71509900,,LIGHT BARRIER,,-,RLK 2-55-Z\31\116/-,-,-,KTM-MNSTR,1.00
EL71509910,,LIGHT BARRIER FOC,,-,REFLECTING/-,-,-,KTM-MNSTR,2.00
EL71510000,,LIGHT INDICATION,,-,-,-,-,KTM-MNSTR,1.00
EL71510000,,LIGHT INDICATION,,-,-/90V~160V,-,-,KTM-MNSTR,24.00
EL71510000,,LIGHT INDICATION,,-,-/22MM,-/GREEN,-,KTM-MNSTR,10.00
EL71510000,,LIGHT INDICATION,,-,-/22MM 220V,-/GREEN,-,KTM-MNSTR,51.00
EL71510000,,LIGHT INDICATION,,-,-,-/RED,-,KTM-MNSTR,2.00
EL71510000,,LIGHT INDICATION,,-,-/22MM,-/RED,-,KTM-MNSTR,6.00
EL71510000,,LIGHT INDICATION,,-,-/22MM 220V,-/RED,-,KTM-MNSTR,15.00
EL71510000,,LIGHT INDICATION,,-,-/22MM 24VDC,-/RED,-,KTM-MNSTR,4.00
EL71510000,,LIGHT INDICATION,,-,-/22MM-220V,-/YELLOW,-,KTM-MNSTR,15.00
EL71510100,,LIGHT SCANNER,,-,-,-,RIETER/-/-,KTM-MNSTR,4.00
EL71510100,,LIGHT SCANNER,,-,-/-/B24,-,RIETER/-/-,KTM-MNSTR,4.00
EL71510500,,MAGNET COIL,,-,-,-,-,KTM-MNSTR,5.00
EL71510600,,MAGNETIC CONTACTOR,,-,-/SC.N2 25 220V,-,FUJI/-/-,KTM-MNSTR,3.00
EL71510600,,MAGNETIC CONTACTOR,,-,-/SN35-220V,-,MITSUBISHI/JAPAN/-,KTM-MNSTR,1.00
EL71510600,,MAGNETIC CONTACTOR,,-,3RT-1017/24V DC,-,SIEMENS/-/-,KTM-MNSTR,9.00
EL71510600,,MAGNETIC CONTACTOR,,-,3RT-1025/7.5KW 24V DC,-,SIEMENS/GERMANY/-,KTM-MNSTR,2.00
EL71510600,,MAGNETIC CONTACTOR,,-,3RT-1034/220V,-,SIEMENS/GERMANY/-,KTM-MNSTR,5.00
EL71510600,,MAGNETIC CONTACTOR,,-,3TF-42/110V,-,SIEMENS/-,KTM-MNSTR,4.00
EL71510600,,MAGNETIC CONTACTOR,,-,BREAKE BMB 30 J /-,-,-/-/FL-16,KTM-MNSTR,2.00
EL71510600,,MAGNETIC CONTACTOR,,-,CLUTCH SAEB-90-5/-,-,-/-/FL-16,KTM-MNSTR,1.00
EL71510600,,MAGNETIC CONTACTOR,,-,FC80/400V,-,GREEN POWER/-/-,KTM-MNSTR,1.00
EL71510600,,MAGNETIC CONTACTOR,,-,SCN4/110V,-,-,KTM-MNSTR,3.00
EL71510600,,MAGNETIC CONTACTOR,,-,SCN4/220V,-,FUJI/-/-,KTM-MNSTR,7.00
EL71510600,,MAGNETIC CONTACTOR,,-,SJ-OG /3AMP-24V-DC,-,FUJI/-/-,KTM-MNSTR,7.00
EL71510600,,MAGNETIC CONTACTOR,,-,WITH AUXILIARY/3RH2140-2BB40 24V DC,-,SIEMENS/GERMANY/-,KTM-MNSTR,6.00
EL71510610,,MAGNETIC CONTACTOR FOC,,-,"-/18.5KW, 220V, 50/60HZ",-,CHINA/SCHNEIDER/B 9589,KTM-MNSTR,4.00
EL71510610,,MAGNETIC CONTACTOR FOC,,-,-/4KW 24V DC,-,-,KTM-MNSTR,1.00
EL71510610,,MAGNETIC CONTACTOR FOC,,-,"-/4KW, 220V, 50/60HZ",-,CHINA/SCHNEIDER/B 9589,KTM-MNSTR,5.00
EL71510610,,MAGNETIC CONTACTOR FOC,,-,"-/4KW,24V DC, 50/60HZ",-,CHINA/SCHNEIDER/B 9589,KTM-MNSTR,1.00
EL71510610,,MAGNETIC CONTACTOR FOC,,-,3RT2016/24V DC 8K,-,SIEMENS/GERMANY/-,KTM-MNSTR,2.00
EL71510900,,MODULE,,-,-,-,SIEMENS/GERMANY/SAMATIC S7-300,KTM-MNSTR,6.00
EL71510900,,MODULE,,-,6ES7-223-1PH22-0XA8,-,SIEMENS/-/-,KTM-MNSTR,1.00
EL71510900,,MODULE,,-,"6SL3120-1TE24-5AC0,45A",-,"ITALY/SIEMENS/MARZOLI, FT6E",KTM-MNSTR,1.00
EL71510900,,MODULE,,-,BLENDDIGITAL CAN1-0 JA1X16E-A/-,-,-,KTM-MNSTR,2.00
EL71510900,,MODULE,,-,IGBT (FS75R12KE3-G)/-,-,SEMIKRON/-/-,KTM-MNSTR,3.00
EL71510900,,MODULE,,-,"IGBT SKIIP/VIN 3317, 2FK229A06, 69467, 2456",-,-,KTM-MNSTR,3.00
EL71510900,,MODULE,,-,IGBT/6MBI75 S-120,-,FUJI/-/-,KTM-MNSTR,2.00
EL71510900,,MODULE,,-,IGBT/7MBR75VN 120-50,-,-,KTM-MNSTR,2.00
EL71510900,,MODULE,,-,RECTIFIER BRIDGE 3PHASE/SKD 146116-400,-,SEMIKRON/-/-,KTM-MNSTR,1.00
EL71510910,,MODULE FOC,,-,"INPUT DIGITAL/12X DC 24V, 3.7MA",-,-,KTM-MNSTR,1.00
EL71510910,,MODULE FOC,,-,"INPUT DIGITAL/2X DC 24V, 10.5MA",-,-,KTM-MNSTR,1.00
EL71510910,,MODULE FOC,,-,"OUTPUT DIGITAL/12X DC 24V, 0.5MA",-,-,KTM-MNSTR,1.00
EL71510910,,MODULE FOC,,-,"PLC (BUFFER)/5KW, 40AMP",-,-/SIEMENS/MARZOLI,KTM-MNSTR,1.00
EL71510910,,MODULE FOC,,-,SUPPORT/DC 24V,-,-,KTM-MNSTR,2.00
EL71511000,,MOTOR,,-,3PH AC 7.5KW 400V 1440RPM 50HZ 15AMP,-,-,KTM-MNSTR,4.00
EL71511000,,MOTOR,,-,CLEANING ROLLER,-,-/-/JWF 1213A,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,CYLINDER,-,-/-/JWF 1213A,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,DOFFER /-,-,-/-/JWF 1213A,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,DOFFING/0.37KW,-,-,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,DOFFING/AC-3PH 180W 680RPM 50HZ,-,-,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,ELECTRIC 1.3\7/-,-,-,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,ELECTRIC/ 15KW-26.5A-420V,-,-,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,ELECTRIC/50HP 2960 RPM,-,-,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,FEED ROLLER,-,-/-/JWF 1213A,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,FEED ROLLER OF CHUTE,-,-/-/JWF 1213A,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,GEAR/-,-,-,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,INDUCTION/20HP,-,-,KTM-MNSTR,1.00
EL71511000,,MOTOR,,-,MAIN/22 KW-1470/980 R/MIN-3 PHASE-400V Y-50HZ,-,-,KTM-MNSTR,1.00
